env_steps,mean_return,std_return,wallclock_s
1,-1293.6824304947008,274.5169976529072,1.0198469161987305
1001,-1604.7577857037609,132.56463908345233,7.986722707748413
2001,-935.0381839536055,98.93775632265647,15.571858644485474
3001,-283.80701175733606,324.91701688012637,23.07341718673706
4001,-308.04303686332184,377.5779136516948,30.566769123077393
5001,-123.25006457484365,78.77186246758359,38.11373448371887
6001,-98.30702026678694,48.99361493829238,45.61866998672485
7001,-97.03663290818959,48.40917216582369,53.24465012550354
8001,-96.49409094132167,48.115524370323456,60.735337257385254
9001,-96.21250154950808,48.023200326207586,68.41223812103271
10001,-96.2095892194383,47.95646769734977,76.04077386856079
11001,-96.05806490119998,48.00853538414042,83.55824971199036
12001,-96.13393528887546,48.003096242958605,91.05944800376892
13001,-96.26552096404416,48.10704427752673,98.56804370880127
14001,-96.55575878159877,48.28648518805158,106.06476664543152
15001,-96.60441092074664,48.30855801818991,114.02332496643066
16001,-96.69246652686942,48.366970222980704,122.74915266036987
17001,-97.00030702904206,48.52720629324617,131.40125489234924
18001,-97.0303213774339,48.53460265296801,140.10029363632202
19001,-97.17766885258604,48.62553773945225,148.8690230846405
20000,-97.28318201398527,48.28151856573939,157.71996474266052
