env_steps,mean_return,std_return,wallclock_s
1,-2.4286696837624207,0.7220039075889146,3.265012502670288
2501,-24.276487849510968,0.561907936888548,23.25519299507141
5001,-8.15298120806049,7.902451724220051,44.033236265182495
7501,-97.48383883903321,12.205126168287245,64.82439923286438
10001,-84.27222797193403,22.352608664128667,85.8374252319336
12501,-154.47167071097186,41.337335539970674,106.3029134273529
15001,-35.7437665707778,57.94997855856084,127.11645150184631
17501,-14.128358623666093,117.25920371736842,147.69583463668823
20001,283.1276479085401,54.587330315269114,168.55278420448303
22501,663.7995733293903,29.639516266772045,189.34596967697144
25001,1210.459779309816,34.34106107635792,210.28473901748657
27501,1888.1914478870062,141.86686009103792,231.07036423683167
30001,1916.6351438765905,380.5121951689244,251.24647879600525
32501,2090.183571249763,79.84809262738311,271.9728891849518
35001,2020.6281361744718,302.288803275617,292.5857820510864
37501,2190.0835395291133,96.75400504021727,313.24503993988037
40001,2306.096990628144,190.7741295262849,333.96402978897095
42501,2269.0765131224266,678.0047139219408,354.8532118797302
45001,2291.465802046324,419.54653094479016,375.54260087013245
47501,2350.259955110717,515.0901632406927,396.3128652572632
50000,2000.958243276431,1052.7165606119586,417.09676337242126
