env_steps,mean_return,std_return,wallclock_s
1,-0.1455472042791544,0.5874732264060232,7.67122745513916
2501,-233.45551069068478,7.85025084056819,173.63079929351807
5001,271.66751059329454,114.55951390945489,340.60700726509094
7501,93.08736343697801,16.329033828096634,508.7240664958954
10001,-245.54479699212598,260.3262775209174,677.8422412872314
12501,673.0590244819987,43.933322616787414,850.12029337883
15001,890.9372438971404,55.606326052688345,1022.5568716526031
17501,978.2071614352338,11.464264111758816,1196.6747269630432
20001,2033.2502161388445,27.455111188857426,1371.0386328697205
22501,2474.111062232402,27.30101554322877,1547.752435207367
25001,2314.31984861194,58.4595065979638,1726.7495791912079
27501,3697.5720077213073,140.1803897736086,1906.6868524551392
30001,4792.982322748413,73.04365810700752,2091.151635169983
32501,5289.67757516496,56.6309580774093,2277.7282361984253
35001,5267.201087830575,51.26540436573184,2467.673468351364
37501,5565.3351630660645,111.06362353162316,2672.275678396225
40001,5938.241889137723,67.25447921166325,2877.2550497055054
42501,6512.002855198456,31.644065934731856,3085.1645147800446
45001,6604.952192774699,67.14328717233789,3295.295817375183
47501,6978.170263782813,75.93889831657158,3508.8062028884888
50000,7762.9657163329175,94.86842229039249,3726.1473286151886
