env_steps,mean_return,std_return,wallclock_s
1,-1.4130413984737413,0.6125304131603244,3.3976433277130127
2501,36.57861415950908,15.49526334273219,23.39336848258972
5001,-294.23979154905385,4.796364002918524,44.027428150177
7501,-181.84720746573845,48.39212404765681,64.88021516799927
10001,-103.81991773916033,17.905126081151046,86.00235033035278
12501,-67.30875357741789,15.510910703694092,106.92133235931396
15001,-90.47270292734176,56.67850126462911,127.82835650444031
17501,-71.33768395611142,34.74984757564715,148.60414600372314
20001,1.9292491230857514,54.04108699277926,169.61157941818237
22501,139.13322216150877,75.48857628298394,190.56956100463867
25001,503.33688451336866,156.65838267971674,211.6216905117035
27501,656.7374026265959,143.75825981398822,232.41541290283203
30001,1356.2762559030655,60.351815412143246,253.12237429618835
32501,1661.8369067191893,114.8924472705353,273.8739535808563
35001,1748.628682315295,86.34126746469056,294.69810032844543
37501,2664.9668687569674,47.204411006352565,315.54005789756775
40001,2700.7201680149074,54.18765488520898,336.1900477409363
42501,2654.9115208386293,139.06505796695586,357.37627840042114
45001,2720.9445551903345,205.96257843017196,377.9789478778839
47501,2821.959752791622,132.59433398188884,398.99114203453064
50000,3037.0731527650996,90.39414182712675,419.70153522491455
