env_steps,mean_return,std_return,wallclock_s
1,-0.2754935663334993,0.6465039972705034,8.712029218673706
2501,-95.84970276035638,13.792559516329188,176.17310237884521
5001,-851.2512863805966,16.07193625860977,344.3946533203125
7501,-399.44268783953066,209.2396711588645,514.720404624939
10001,25.71593979534469,192.41710767784465,688.327835559845
12501,418.00759875470465,39.67068222165214,863.3163821697235
15001,463.04284889741484,8.017575006754107,1038.4156546592712
17501,2139.353355926573,52.27056592840004,1213.0973193645477
20001,2557.540317098933,12.394841149128133,1388.8997733592987
22501,3369.831319719572,54.79268179913589,1567.215085029602
25001,3895.84879149283,49.562521976392986,1748.27791929245
27501,4322.228889680779,104.14428451282953,1934.3871614933014
30001,4963.8500969687475,71.8470851363576,2119.0352869033813
